Epoch,Train-Loss,Train-Acc,Val-Loss,Val-Acc
1,0.7150212042388872,0.21872291245304826,0.42359965814069345,0.3169722057953873
2,0.4408732212475014,0.2961571800057787,0.3582611377777819,0.322294500295683
3,0.3617713347710271,0.3501878069921988,0.30835828685605404,0.38379657007687756
4,0.3119032557594125,0.39092747760762786,0.27263405859153134,0.4429331756357185
5,0.28095124235252394,0.4458249060965039,0.2645893090579159,0.4488468361916026
6,0.2647521282871553,0.49263218722912455,0.23072145189285842,0.566528681253696
7,0.24485170287105673,0.5469517480496966,0.1964917519894808,0.6091070372560615
8,0.2232986340044689,0.5741115284599827,0.16592384658925707,0.664695446481372
9,0.17883002787303182,0.6368101704709621,0.1351027739587301,0.7143701951507984
10,0.15457420377450953,0.6700375613984397,0.126111881381164,0.7078651685393258
11,0.1381762972872783,0.6986420109794858,0.1046018059889217,0.768775872264932
12,0.1193960847812593,0.7390927477607628,0.0972258974723672,0.7871082199881727
13,0.11279825051200765,0.7480496966194742,0.09104305193806315,0.8024837374334713
14,0.11003203420100341,0.7549841086391217,0.09154832945604567,0.7942046126552336
15,0.10973770326830616,0.7616295868246171,0.08749255599671042,0.7924305144884684
16,0.10278068332830904,0.7659635943368969,0.08257172389549662,0.8089887640449438
17,0.09720091910737334,0.7809881537127997,0.08040682048195921,0.8202247191011236
18,0.09131568564143494,0.7879225657324472,0.0779511555412477,0.8095801301005322
19,0.09026144407485062,0.7905229702398151,0.07733753394491923,0.8160851567120048
20,0.09280964100345371,0.7847442935567756,0.08535759406971692,0.804849201655825
21,0.09206256235319216,0.7795434845420399,0.08913077465586236,0.7800118273211117
22,0.08793304235225329,0.7939901762496389,0.06873127089792423,0.8261383796570076
23,0.08151144112845922,0.805547529615718,0.07497671283098595,0.8214074512123004
24,0.08318606231924565,0.805547529615718,0.06723199906802474,0.8314606741573034
25,0.07654058322745298,0.8069921987864779,0.06603126467983797,0.833826138379657
26,0.07565866186848888,0.8116151401329096,0.06902949055541133,0.8225901833234772
27,0.07382968887234657,0.8228835596648367,0.062149045472311454,0.8450620934358368
28,0.071161021204809,0.8260618318405085,0.06380991754245997,0.8391484328799527
29,0.07133446229964589,0.8176827506501011,0.07643843410037665,0.814902424600828
30,0.07577791171106979,0.8095926032938457,0.06716349930681469,0.8285038438793614
31,0.07357467786317201,0.8176827506501011,0.06057157413290493,0.8397397989355411
32,0.07036423745164978,0.8165270153134933,0.056148167038672356,0.8592548787699587
33,0.06271857667764946,0.8399306558798035,0.056703830407717606,0.8557066824364281
34,0.062072358752082314,0.8405085235481075,0.06217542931763538,0.8450620934358368
35,0.064347379581238,0.8376191852065877,0.05899867151507536,0.8444707273802484
36,0.0590639176765848,0.8497544062409709,0.06375875099964709,0.8497930218805441
37,0.06187782952617407,0.8410863912164115,0.05509709988047145,0.8610289769367239
38,0.059358189225291555,0.845998266396995,0.05548919405345378,0.8557066824364281
39,0.05620500952009692,0.8581334874313782,0.05205076835974654,0.8657599053814311
40,0.0542073742532551,0.8587113550996822,0.05519735392806517,0.8586635127143702
41,0.05576119206391535,0.8546662814215544,0.05174057922997396,0.8740390301596689
42,0.053121938020619514,0.8569777520947703,0.04954661305559802,0.8669426374926079
43,0.05102308702861529,0.8595781566021381,0.05480785892823615,0.8592548787699587
44,0.06139642884107175,0.8358855822016759,0.06309747132833436,0.8474275576581904
45,0.05865081972519258,0.8405085235481075,0.05443926767783712,0.8639858072146659
46,0.0558383209241742,0.8509101415775787,0.04980359709144767,0.8775872264931993
47,0.05122185538193801,0.8679572377925455,0.04536721799004931,0.8811354228267297
48,0.04993503418264276,0.8563998844264663,0.0490581004674938,0.8758131283264341
49,0.04810275407160889,0.8659347009534817,0.04558240104574624,0.8740390301596689
50,0.047090005138186626,0.8757584513146489,0.04463342250292291,0.8835008870490834
51,0.04824670533144002,0.8702687084657613,0.04350925353039023,0.8846836191602602
52,0.0471655368004118,0.874891649812193,0.05220532419500373,0.8633944411590775
53,0.046498136223008336,0.875180583646345,0.04182134198365234,0.8882318154937907
54,0.042608867051998546,0.8829817971684484,0.047499027541584686,0.8752217622708457
55,0.04235060201843189,0.8821149956659925,0.042819486180841394,0.8840922531046718
56,0.04049564755826594,0.8896272753539439,0.04333512060286941,0.8882318154937907
57,0.0464798079637288,0.8728691129731292,0.04603935030879952,0.8687167356593731
58,0.040196313034356654,0.8876047385148801,0.04119276869788739,0.885866351271437
59,0.044281612334698135,0.8832707310026005,0.04329907737941096,0.8846836191602602
60,0.047026933326658506,0.8737359144755851,0.05096954019164137,0.8574807806031933
61,0.05092443837936267,0.8647789656168737,0.047458837669076194,0.8781785925487877
62,0.049679009604965525,0.861022825772898,0.04544539422255025,0.8787699586043761
63,0.04330557012353044,0.8832707310026005,0.04288260622631862,0.8852749852158486
64,0.04412377013038328,0.8795145911586246,0.04075123241037959,0.8769958604376109
65,0.03915887295756337,0.8910719445247038,0.03873911662779568,0.8905972797161443
66,0.036269260342756265,0.8956948858711355,0.03633390263930219,0.8947368421052632
67,0.03911068049259215,0.8919387460271598,0.04246884546314803,0.8811354228267297
68,0.039609109703532125,0.8858711355099682,0.03799423824782064,0.8953282081608516
69,0.036017190216163515,0.8980063565443513,0.03662523868951411,0.9012418687167356
70,0.030387923959400466,0.9138977174227102,0.034830291815529484,0.8994677705499704
71,0.032848385191444236,0.9066743715689107,0.03393979810425017,0.9083382613837966
72,0.03007796985075433,0.9118751805836464,0.03523052824382455,0.901833234772324
73,0.03172596218320063,0.9095637099104306,0.038095065930639056,0.8965109402720284
74,0.03317282173747067,0.9098526437445825,0.03268597363800004,0.9041986989946778
75,0.035488960378106636,0.8977174227101994,0.03566991070991504,0.8994677705499704
76,0.034877716505249366,0.903207165559087,0.039640323442337005,0.8911886457717327
77,0.032929237148374944,0.9058075700664547,0.034486830373317234,0.9030159668835009
78,0.03486422321155594,0.8968506212077434,0.04817122210638894,0.8610289769367239
79,0.037226368586767686,0.8954059520369835,0.04053432331158874,0.8811354228267297
80,0.0356188823539754,0.8959838197052875,0.034701518016073706,0.898876404494382
